Online boarding,Inflight wifi service,Class,Type of Travel,Inflight entertainment,Flight Distance,Seat comfort,Leg room service,On-board service,Cleanliness,Ease of Online booking,Age,satisfaction
3,3,1,0,5,197.0,5,5,2,5,3,33,0
4,4,1,0,1,633.0,4,4,5,1,4,27,1
4,4,0,0,4,1242.0,5,4,4,5,4,56,1
1,1,0,0,1,228.0,1,4,4,1,1,37,0
4,4,0,0,3,674.0,3,4,3,3,4,26,1
3,2,0,0,4,1620.0,5,4,4,3,4,53,1
4,5,0,0,5,3726.5,3,4,5,1,2,54,0
0,0,1,0,4,254.0,4,2,4,4,0,24,1
2,2,1,1,4,432.0,4,2,1,4,2,51,0
3,3,0,0,3,213.0,3,2,3,3,3,20,0
4,5,0,0,4,3324.0,4,4,4,4,5,45,1
0,1,2,1,4,1235.0,4,4,2,4,0,21,0
5,4,0,0,4,581.0,5,5,4,4,4,52,1
0,3,1,1,5,193.0,5,5,4,5,0,30,0
2,1,1,1,1,414.0,1,4,4,1,2,53,0
4,4,0,0,4,2651.0,3,4,4,1,1,43,0
1,5,1,1,4,1024.0,1,5,3,1,5,66,1
5,4,0,0,5,3073.0,5,3,1,5,1,23,1
4,2,1,1,5,337.0,5,2,5,4,2,66,0
5,5,0,0,5,581.0,5,2,3,5,5,27,1
2,2,2,0,1,395.0,1,3,1,1,2,17,0
1,4,0,1,4,2329.0,1,3,2,1,4,9,1
2,2,1,1,1,951.0,3,2,1,3,2,58,0
1,1,1,1,2,351.0,2,2,3,2,1,52,0
4,4,1,0,5,647.0,5,1,4,5,4,35,0
0,0,2,1,4,989.0,4,5,4,4,0,58,1
3,3,0,0,1,483.0,1,5,4,1,3,59,0
2,1,1,1,3,1608.0,4,1,3,1,1,50,0
3,3,1,0,3,212.0,3,4,1,3,4,48,0
1,1,1,0,4,266.0,4,3,5,4,1,25,0
3,3,0,0,3,1899.0,4,3,3,2,5,43,0
3,4,0,0,4,3245.0,3,4,4,2,5,46,0
0,1,0,1,2,1514.0,2,3,1,2,0,15,0
3,4,1,0,4,145.0,1,4,4,2,3,45,1
4,5,0,0,4,1620.0,4,4,4,5,5,59,1
5,1,0,0,5,888.0,4,5,5,3,1,41,1
2,2,1,1,4,213.0,4,4,3,4,2,38,0
4,5,0,0,3,3726.5,4,3,3,4,5,34,1
2,2,2,0,3,357.0,2,4,1,2,2,43,0
3,3,1,1,4,2182.0,4,5,4,4,3,9,0
3,3,1,1,1,1050.0,1,3,5,1,3,34,0
5,4,0,0,5,2425.0,3,5,5,3,4,42,1
3,3,0,0,3,2739.0,3,5,3,3,1,25,0
3,4,1,0,3,391.0,5,4,3,1,2,53,1
3,3,0,0,5,1179.0,5,2,1,5,3,27,0
3,2,0,0,2,1825.0,2,3,2,3,3,35,0
3,1,0,0,1,2340.0,3,1,1,4,1,42,0
5,5,0,0,5,3389.0,5,5,5,4,5,46,1
5,5,0,0,4,2253.0,1,4,4,1,4,44,1
4,4,1,0,2,220.0,2,5,1,2,4,25,0
4,4,0,0,5,685.0,5,4,5,5,4,29,1
3,3,0,0,3,296.0,3,3,5,3,3,26,0
1,2,1,1,1,1616.0,1,2,3,1,1,68,0
4,2,0,0,5,966.0,4,5,5,4,2,37,1
3,2,0,0,2,2725.0,2,2,2,4,3,60,0
4,1,0,0,1,611.0,4,1,1,2,2,39,0
1,1,1,1,5,746.0,5,4,4,5,1,11,0
2,2,1,1,3,296.0,3,2,1,3,2,14,0
4,2,2,0,2,2419.0,2,3,5,2,4,10,0
3,3,0,0,5,2565.0,5,5,5,3,3,44,1
5,3,0,0,5,2611.0,4,5,5,3,3,37,1
4,2,0,0,4,3726.5,4,4,4,5,2,56,1
2,2,1,1,5,628.0,5,5,3,5,2,57,0
2,2,1,1,2,265.0,2,2,4,2,2,18,0
5,1,0,0,4,157.0,5,4,4,3,1,54,1
4,2,1,1,5,2079.0,5,3,5,5,3,53,0
3,3,1,0,3,1066.0,4,3,3,4,4,45,0
3,3,1,1,2,1709.0,2,2,2,2,3,38,0
0,0,0,0,1,1372.0,1,5,5,1,0,26,1
4,4,0,0,3,2019.0,4,4,3,5,4,43,1
4,4,1,1,3,1020.0,3,3,3,3,4,12,1
4,1,1,1,1,819.0,3,1,1,3,1,43,0
0,0,1,0,4,403.0,4,4,4,4,0,26,1
1,3,1,1,5,373.0,5,3,5,4,3,54,0
4,4,1,0,5,305.0,5,3,5,5,4,22,1
1,1,1,0,1,737.0,1,2,3,1,1,27,0
1,1,0,0,2,472.0,2,3,3,2,1,26,0
2,2,1,1,3,547.0,3,2,3,3,2,49,0
3,2,1,0,2,255.0,3,2,2,4,1,77,0
5,4,0,0,5,237.0,4,5,5,3,4,57,1
4,2,1,1,2,405.0,2,2,2,2,4,30,0
5,5,1,0,5,576.0,5,2,4,5,2,24,1
4,4,1,1,5,594.0,5,1,1,5,4,37,0
3,3,1,1,4,265.0,4,1,1,4,3,44,0
4,5,0,0,5,2370.0,4,3,4,4,3,60,1
3,1,1,1,3,240.0,4,1,3,3,1,61,0
1,2,0,0,5,3053.0,1,5,5,5,2,50,1
5,5,2,0,5,989.0,5,2,5,5,4,37,1
2,2,1,0,2,1194.0,2,2,4,2,1,34,0
3,0,1,1,2,110.0,4,0,2,2,0,66,1
4,4,1,0,4,279.0,4,1,3,4,5,58,1
5,1,0,0,5,3627.0,4,5,5,5,1,49,1
4,5,0,0,4,109.0,4,5,4,4,3,26,1
5,3,0,0,4,1464.0,4,5,4,3,3,37,1
5,5,0,0,4,1491.0,4,5,4,3,5,33,1
4,3,0,0,3,2937.0,4,2,3,2,1,54,0
3,4,2,1,3,1050.0,3,4,4,3,4,31,0
3,3,2,0,3,546.0,3,5,3,3,2,30,0
3,4,0,0,3,2342.0,1,2,5,3,3,28,1
4,4,0,0,4,1448.0,4,3,3,4,4,25,1
1,1,0,0,3,220.0,3,1,4,3,1,30,0
2,2,0,0,4,472.0,2,3,5,4,2,45,0
3,4,0,0,4,2367.0,4,4,4,4,4,43,0
4,4,1,1,4,1222.0,4,2,2,4,4,12,1
5,2,0,0,5,3659.0,4,5,5,3,2,40,1
3,2,0,0,3,695.0,3,3,4,3,2,31,1
3,3,1,0,3,867.0,3,1,1,3,3,77,0
0,1,1,0,4,184.0,4,4,3,4,0,35,0
3,1,0,0,4,2465.0,5,4,4,5,1,42,1
3,3,1,0,3,239.0,3,2,2,3,5,33,0
2,1,0,0,3,209.0,3,3,2,3,2,39,0
2,2,1,1,1,304.0,2,2,1,4,2,52,0
2,2,1,0,1,259.0,1,2,1,1,2,19,0
3,2,0,0,2,589.0,4,2,2,3,1,35,0
3,3,2,0,5,588.0,5,1,5,5,3,34,0
3,3,1,1,2,1739.0,2,2,4,2,3,60,0
5,2,0,0,4,1968.0,5,4,4,3,5,45,1
2,2,1,0,1,697.0,1,2,4,1,2,33,0
2,2,0,0,3,309.0,3,3,4,3,2,34,0
2,2,1,0,5,237.0,5,4,3,5,2,23,0
5,4,0,0,5,3166.0,5,2,5,5,4,30,1
1,1,1,0,5,906.0,5,2,2,5,1,27,0
3,2,1,1,2,646.0,3,2,2,3,2,60,0
1,3,0,0,4,3662.0,3,4,4,4,3,40,1
2,4,1,0,4,164.0,4,4,4,2,2,50,1
0,3,1,1,3,192.0,3,2,3,3,0,60,0
5,5,0,0,4,3148.0,4,4,4,3,5,50,1
2,2,0,0,2,546.0,3,2,2,3,2,38,0
5,1,0,0,4,1562.0,4,4,4,5,2,52,1
3,4,0,0,4,813.0,3,4,4,1,2,38,0
4,4,0,0,3,516.0,3,3,3,3,4,27,1
3,2,0,0,2,237.0,3,2,2,1,2,54,0
5,5,1,1,5,377.0,3,3,3,5,5,63,1
4,4,2,0,1,853.0,1,3,4,1,4,46,0
4,3,0,0,4,2692.0,4,4,4,5,3,48,1
4,4,0,0,4,1726.0,5,5,4,5,4,39,1
2,2,2,0,3,411.0,3,1,2,3,4,80,0
4,2,1,1,3,1372.0,5,1,3,3,1,48,0
4,3,1,1,4,1020.0,4,2,4,4,4,19,0
1,1,1,1,3,272.0,3,2,4,3,1,29,0
2,2,0,0,5,651.0,3,3,2,5,2,39,1
3,3,0,0,3,1821.0,3,3,3,4,5,57,0
1,1,1,1,2,2475.0,2,5,1,2,1,27,0
2,2,2,0,2,307.0,2,2,4,2,2,16,0
2,1,1,1,4,1448.0,4,1,5,4,2,14,0
5,4,0,0,4,925.0,4,4,4,4,4,54,1
4,4,1,1,4,236.0,4,5,4,4,4,27,1
3,2,1,1,1,442.0,1,3,5,1,3,28,0
4,4,1,1,3,331.0,3,1,3,3,4,26,1
4,4,0,0,4,2277.0,4,3,4,4,4,22,1
4,5,0,0,4,408.0,5,4,4,3,5,57,1
4,4,1,1,1,296.0,4,4,1,5,4,52,0
5,1,0,0,4,1720.0,4,4,4,3,1,45,1
5,4,2,0,4,872.0,2,4,4,2,1,44,1
2,2,2,0,2,1009.0,2,4,3,2,3,33,0
5,2,0,0,5,2612.0,5,5,5,3,2,50,1
3,3,1,0,3,337.0,3,3,2,3,1,37,0
2,2,1,0,2,533.0,4,1,2,2,2,32,0
4,3,1,0,2,1931.0,4,3,2,2,4,55,0
5,3,0,0,4,1005.0,4,5,4,4,3,40,1
5,2,0,0,5,227.0,4,5,5,5,2,42,1
2,2,0,0,5,2236.0,5,5,5,1,3,54,1
3,3,1,1,3,781.0,3,4,4,3,3,25,0
5,3,0,0,4,2694.0,4,4,4,5,3,56,1
5,5,0,0,5,2486.0,5,5,3,5,5,25,1
5,0,0,0,3,250.0,5,3,3,5,1,36,1
5,2,0,1,2,920.0,4,2,2,5,2,39,0
3,3,0,0,2,946.0,2,1,4,2,3,39,0
2,2,1,1,4,376.0,4,4,4,4,2,36,0
1,0,1,1,5,822.0,4,3,3,5,1,10,1
5,3,0,0,5,468.0,4,5,5,5,3,45,1
1,1,1,1,3,543.0,3,5,3,3,1,12,0
4,4,0,0,5,967.0,5,2,3,5,4,46,0
4,4,1,1,3,481.0,3,1,1,3,4,39,1
4,4,2,1,5,101.0,5,2,3,5,4,23,0
5,4,0,0,4,3624.0,5,4,4,4,4,47,1
2,2,0,0,1,395.0,1,4,5,1,2,36,0
5,3,0,0,5,1661.0,5,5,5,3,3,54,1
4,4,2,0,3,163.0,3,2,4,3,3,58,1
2,2,1,1,1,294.0,1,2,4,1,2,21,0
4,4,0,0,2,612.0,4,2,3,2,4,41,1
5,3,1,1,2,371.0,3,4,3,2,5,13,0
1,1,2,1,2,489.0,2,4,2,2,1,50,0
2,2,1,1,2,2248.0,2,3,4,2,2,9,0
5,2,1,1,2,455.0,4,2,2,4,2,56,0
3,3,0,0,3,2438.0,3,5,4,3,1,25,0
5,1,0,0,5,229.0,5,5,5,4,1,41,1
4,3,0,0,4,1521.0,4,5,4,5,3,50,1
1,1,2,1,2,483.0,2,3,1,2,1,59,0
1,4,1,0,4,874.0,3,4,4,2,1,43,1
4,4,1,0,1,456.0,1,5,1,1,4,22,1
4,3,0,0,4,873.0,1,4,4,3,3,45,1
4,4,1,0,3,675.0,3,5,4,3,4,20,0
5,1,0,0,5,895.0,5,5,5,5,1,64,1
4,4,1,0,4,1825.0,4,5,3,4,1,40,1
3,3,2,1,2,802.0,2,5,4,2,3,16,0
2,3,1,0,3,373.0,2,3,3,2,4,46,0
5,5,0,0,2,1012.0,2,3,5,2,5,24,1
4,3,0,0,2,1671.0,4,3,2,1,5,42,0
1,1,1,0,1,361.0,1,5,2,1,5,31,0
1,1,1,1,3,159.0,3,5,1,3,1,12,0
4,1,1,1,2,2311.0,5,1,2,1,1,52,0
4,3,1,0,1,377.0,1,1,1,1,4,42,0
3,3,2,1,1,399.0,1,4,2,1,3,34,0
4,3,0,0,4,130.0,5,4,4,3,3,57,1
5,5,1,0,5,1120.0,5,3,3,5,1,60,1
4,2,0,0,4,1390.0,4,3,4,4,2,12,1
1,1,1,0,1,719.0,1,3,4,1,1,22,0
1,1,1,1,1,409.0,1,3,3,1,1,17,0
4,1,0,0,1,522.0,4,1,1,4,5,40,0
2,3,1,1,3,712.0,3,2,4,3,2,65,0
3,1,0,0,4,3586.0,3,4,4,4,1,45,1
1,1,0,0,4,1073.0,4,5,1,4,1,27,0
3,4,2,0,4,1020.0,4,3,1,4,2,27,0
5,5,1,0,5,991.0,5,5,4,5,3,38,1
5,2,0,0,4,3181.0,5,4,4,4,2,40,1
4,4,1,1,5,1739.0,5,4,4,5,4,21,0
4,3,1,1,4,2253.0,1,5,5,1,3,14,0
4,2,1,0,2,446.0,1,2,2,3,1,44,1
5,5,1,1,2,319.0,5,1,1,2,5,21,1
4,3,0,1,4,406.0,4,3,4,3,3,40,0
2,3,0,0,4,2088.0,2,4,4,2,2,43,1
4,3,1,1,4,853.0,4,4,5,4,3,10,0
2,3,0,0,4,621.0,4,4,4,4,2,25,0
3,3,1,0,3,471.0,4,3,3,4,4,46,0
4,1,0,0,4,3195.0,3,4,4,2,1,52,1
5,1,2,1,2,247.0,4,0,2,5,0,60,0
5,2,0,0,5,1136.0,4,5,5,3,2,51,1
2,2,1,1,3,2442.0,3,3,5,3,2,19,0
4,3,0,0,5,1988.0,4,5,5,4,3,48,1
4,2,0,0,4,3209.0,5,4,4,5,2,49,1
5,5,0,0,4,2349.0,4,4,4,4,4,61,1
4,4,0,0,5,2713.0,5,5,5,5,4,34,1
4,4,0,0,4,1535.0,5,4,4,4,4,50,1
5,0,0,0,3,296.0,5,3,3,3,0,61,1
3,3,1,0,4,308.0,4,2,5,4,3,36,0
3,1,0,0,1,2511.0,4,1,1,2,3,55,0
0,0,1,0,1,304.0,1,3,3,1,0,20,1
4,4,1,1,2,433.0,4,2,4,2,4,41,0
5,5,0,0,5,432.0,5,5,5,3,5,47,1
2,1,1,0,2,590.0,2,4,2,2,2,9,0
5,3,0,0,3,2360.0,5,3,3,4,3,53,1
4,2,0,0,4,3362.0,4,4,4,3,2,54,1
1,1,1,0,1,174.0,1,3,1,1,1,25,0
5,5,0,0,5,1013.0,5,4,3,5,5,26,1
4,1,0,0,5,409.0,4,5,4,4,4,60,1
4,4,0,0,5,370.0,5,3,2,5,4,30,1
3,3,0,0,3,2136.0,5,4,3,1,3,57,1
3,4,1,1,2,813.0,2,4,1,2,3,14,0
4,4,2,0,4,990.0,5,5,1,4,2,17,1
5,4,2,0,4,853.0,4,4,3,4,4,35,1
4,4,0,0,4,2394.0,5,4,4,5,4,45,1
4,3,0,0,3,1440.0,5,3,3,4,3,39,1
1,1,0,0,4,632.0,4,3,5,4,0,49,0
3,3,1,0,3,189.0,3,3,1,3,4,62,0
5,3,0,0,5,2556.0,5,4,5,5,3,36,0
3,3,2,0,3,257.0,3,1,2,3,5,52,0
3,4,1,1,1,2486.0,1,4,5,1,3,17,0
4,3,1,1,5,1546.0,5,2,3,5,4,40,0
3,2,0,0,2,2845.0,3,2,2,4,5,40,0
3,3,1,0,4,201.0,4,1,2,4,3,20,0
4,2,0,0,4,3701.0,5,4,4,4,2,52,1
3,2,0,0,4,2724.0,5,4,4,4,2,54,1
5,5,1,1,3,516.0,3,2,4,3,5,36,1
3,3,2,1,3,1607.0,5,3,3,3,3,44,0
4,4,2,0,4,342.0,4,4,4,4,2,27,0
2,3,1,1,1,342.0,1,5,5,1,2,52,0
4,4,1,0,5,796.0,5,4,1,5,4,37,1
3,3,2,1,1,946.0,1,5,1,1,3,40,0
0,0,0,0,4,944.0,4,5,5,4,0,21,1
4,1,0,0,4,3629.0,5,4,4,5,1,48,1
2,2,0,0,4,594.0,4,5,4,4,2,40,1
4,2,0,0,4,2730.0,5,4,4,5,2,44,1
4,0,0,0,4,190.0,5,4,4,3,0,68,1
5,1,0,0,5,874.0,5,5,5,3,1,47,1
4,4,1,0,4,1721.0,4,5,1,4,4,35,0
1,1,0,0,2,432.0,5,2,2,1,1,39,1
3,2,0,0,2,1633.0,3,2,2,1,5,70,0
5,4,2,0,4,1487.0,4,1,2,4,4,18,1
2,4,0,0,5,2556.0,4,5,5,4,4,53,1
2,2,1,0,3,450.0,4,3,4,3,2,78,0
3,3,1,1,4,1069.0,1,1,4,4,3,35,0
3,3,1,1,5,1129.0,5,2,3,5,3,25,0
3,3,1,1,1,408.0,1,3,3,1,3,16,0
1,1,2,0,1,345.0,1,5,2,1,1,47,0
3,3,0,0,3,1187.0,3,1,3,3,3,28,0
4,5,0,0,5,3136.0,4,5,5,3,5,60,1
5,4,0,0,5,175.0,4,5,5,4,4,62,1
4,3,0,0,5,1020.0,5,5,5,5,3,47,1
4,5,0,0,4,2483.0,4,4,4,4,5,60,1
5,3,0,0,4,1777.0,4,5,4,4,3,26,1
3,2,1,1,3,544.0,3,1,3,3,3,70,0
1,1,1,1,3,121.0,3,3,2,3,1,50,0
2,2,1,0,1,432.0,1,2,3,1,2,30,0
1,1,1,0,4,151.0,4,5,3,4,1,33,0
2,2,0,0,5,562.0,5,3,3,5,2,33,0
3,3,1,1,1,268.0,1,2,4,1,3,14,0
2,4,0,0,4,3726.5,5,4,4,5,3,53,1
4,3,1,1,3,500.0,5,3,3,3,3,57,0
2,2,1,1,4,888.0,4,2,2,4,2,24,0
4,5,0,0,4,1407.0,4,5,4,4,4,21,1
5,4,0,0,3,775.0,3,3,4,3,5,26,0
2,3,0,0,3,545.0,3,3,3,3,3,71,0
4,4,1,0,4,643.0,1,3,1,4,4,16,0
1,1,1,0,1,866.0,1,4,5,1,1,30,0
4,1,0,0,1,2767.0,4,1,1,1,2,58,0
3,3,1,0,3,617.0,3,1,2,3,3,24,0
3,3,1,0,2,134.0,2,2,1,2,3,42,0
1,2,1,0,3,628.0,3,2,1,3,1,12,0
3,3,1,1,4,374.0,1,2,1,4,3,15,0
4,4,0,0,4,1844.0,4,5,4,4,4,24,1
5,3,0,0,4,946.0,5,4,4,5,3,54,1
3,1,0,0,5,2599.0,5,4,5,5,1,37,1
3,3,1,0,3,102.0,3,2,5,3,3,40,0
2,2,0,0,4,248.0,4,4,3,4,2,38,0
4,4,0,0,2,404.0,2,3,5,2,4,38,0
2,4,0,0,4,3131.0,3,4,4,1,4,39,1
5,4,1,0,1,515.0,1,3,1,1,5,35,0
1,1,1,1,4,173.0,1,1,4,1,1,53,0
4,4,0,0,5,641.0,4,5,5,4,5,45,1
4,1,0,0,4,1636.0,4,1,2,4,1,30,1
1,1,1,0,1,106.0,1,4,4,1,1,39,0
4,4,0,0,4,888.0,4,4,4,4,4,48,1
4,2,0,0,2,280.0,3,3,2,1,3,41,0
4,5,0,0,2,373.0,5,2,2,4,5,47,1
0,1,0,0,2,501.0,2,3,1,2,0,30,0
3,3,1,1,3,304.0,3,2,5,3,3,10,0
4,4,0,0,3,621.0,3,2,4,3,4,25,1
3,3,0,0,4,426.0,5,4,4,4,3,42,0
3,3,1,0,3,803.0,3,3,3,2,2,57,0
3,4,1,0,4,216.0,3,4,4,3,1,44,0
5,1,0,0,5,1825.0,5,5,5,3,3,66,1
2,2,0,0,5,861.0,5,3,4,5,2,40,0
4,2,0,0,2,2370.0,3,2,2,4,2,55,0
4,4,1,0,4,1256.0,4,4,3,4,4,23,1
4,2,0,0,4,3164.0,4,4,5,4,2,23,1
2,2,1,1,3,867.0,3,3,3,3,2,39,0
3,3,0,0,5,1576.0,4,3,2,5,3,20,0
4,3,1,1,2,488.0,4,3,2,5,3,46,0
4,3,0,0,4,2129.0,5,5,4,4,3,32,1
3,3,1,1,1,813.0,1,4,5,1,3,48,0
5,5,1,0,5,759.0,5,5,4,5,2,34,1
5,2,0,0,3,986.0,5,4,3,5,2,60,1
4,4,1,1,1,2173.0,5,4,1,5,4,42,1
3,3,1,0,2,952.0,2,1,4,2,3,24,0
0,0,0,0,3,1205.0,3,2,3,3,0,13,1
3,3,1,1,1,1035.0,1,4,4,1,3,30,0
3,3,1,0,5,520.0,5,1,3,5,3,36,0
4,5,0,0,1,944.0,4,5,1,4,5,54,1
3,2,0,0,2,1861.0,3,3,2,2,4,49,0
4,4,1,0,4,163.0,3,4,4,4,3,55,1
3,3,1,1,4,448.0,4,1,3,4,3,60,0
4,2,0,0,4,308.0,4,4,3,4,2,33,1
2,2,0,0,2,944.0,2,5,4,2,1,25,0
4,4,0,0,1,2693.0,4,1,1,4,5,47,0
4,0,0,0,2,2480.0,4,2,2,4,0,55,1
5,3,0,0,5,563.0,5,2,3,5,3,17,1
4,1,2,1,4,345.0,4,1,4,5,1,68,0
4,5,0,0,4,3726.5,4,4,4,3,5,60,1
5,4,1,0,4,787.0,1,4,4,4,3,42,1
5,5,0,0,3,3297.0,5,3,3,3,5,52,1
4,2,0,0,4,2609.0,5,4,4,5,2,52,1
4,4,0,0,3,1487.0,3,5,4,3,4,48,1
1,1,0,0,1,3726.5,1,2,2,1,3,30,0
1,1,0,0,3,2146.0,1,3,2,1,2,70,0
0,1,1,1,4,991.0,4,3,2,4,0,15,0
2,2,1,0,3,984.0,3,2,4,3,2,24,0
3,3,1,0,3,238.0,3,2,4,3,2,35,1
2,3,1,1,4,383.0,4,2,4,4,2,15,0
4,2,0,0,4,1999.0,4,4,4,5,2,55,1
2,2,0,0,5,325.0,5,5,3,5,2,45,0
5,3,0,0,5,484.0,4,5,5,5,3,50,1
4,3,1,1,5,247.0,5,3,5,5,3,46,0
2,2,1,0,1,1620.0,1,3,3,1,2,45,0
2,2,0,0,5,1587.0,5,3,5,5,2,31,0
5,5,2,1,4,1500.0,1,2,4,4,5,9,1
2,2,1,1,4,460.0,5,1,4,4,2,14,0
4,4,1,1,2,775.0,2,3,5,2,4,18,0
4,4,1,0,4,836.0,4,1,4,4,4,43,1
3,3,1,1,2,337.0,2,2,5,2,3,63,0
2,2,1,0,2,455.0,5,2,2,2,2,45,0
3,1,0,0,1,1024.0,4,1,1,4,2,59,0
5,2,0,0,5,874.0,5,5,5,5,2,40,1
1,1,1,1,1,689.0,1,4,5,1,1,24,0
4,3,2,0,3,190.0,4,3,3,1,3,55,0
5,4,0,0,4,2330.0,4,4,4,5,4,44,1
4,4,1,1,1,679.0,1,5,3,1,4,20,0
2,2,1,0,2,150.0,2,5,2,2,5,39,1
3,3,1,1,5,255.0,5,2,5,5,3,20,0
2,4,2,1,3,2556.0,2,3,1,2,4,32,0
1,1,2,0,1,449.0,1,2,1,1,1,47,0
5,4,0,0,4,134.0,4,4,4,3,4,36,1
3,3,0,0,3,3425.0,3,3,3,3,4,47,0
5,5,2,0,5,101.0,2,5,5,2,5,74,1
4,4,0,0,4,268.0,4,4,4,3,4,39,1
3,1,0,0,1,3465.0,4,1,1,1,4,48,0
2,2,1,1,3,236.0,3,3,3,3,2,8,0
3,3,1,1,4,2182.0,4,5,3,4,3,12,0
1,1,2,0,4,991.0,2,2,4,4,1,30,0
4,2,0,0,4,1590.0,5,4,4,3,2,34,1
5,3,1,1,3,585.0,4,3,3,3,3,65,0
4,0,0,0,5,133.0,5,5,5,3,0,51,1
5,5,0,0,3,1040.0,3,3,5,3,5,27,1
2,2,0,0,2,2829.0,2,5,3,2,3,18,0
5,5,0,1,1,1136.0,4,5,1,5,5,43,1
5,3,0,0,5,216.0,5,5,5,5,3,54,1
2,2,1,1,4,1028.0,4,3,3,4,2,8,0
3,3,1,1,5,1372.0,5,4,4,5,3,67,0
5,3,0,0,5,1547.0,4,5,5,3,5,38,1
5,5,1,0,3,229.0,3,5,3,3,5,23,1
3,2,0,0,2,3122.0,3,2,2,4,4,55,0
4,1,0,0,5,2482.0,4,5,5,4,1,43,1
4,4,1,1,2,1587.0,2,5,3,2,4,40,1
3,3,0,0,3,3538.0,3,3,2,3,4,33,0
1,3,1,0,5,680.0,5,4,2,5,4,20,0
1,1,2,1,5,569.0,5,5,3,5,1,8,0
4,4,1,0,3,2521.0,4,1,3,4,4,55,0
5,0,0,0,5,122.0,5,5,5,3,0,47,1
3,4,0,0,4,2454.0,5,5,4,4,4,47,1
1,1,1,0,5,978.0,5,2,3,5,1,29,0
5,3,2,1,1,764.0,5,3,1,3,3,70,0
5,5,0,0,4,2940.0,5,4,4,5,5,40,1
1,4,1,1,4,409.0,3,4,4,4,4,66,0
4,4,1,1,5,591.0,2,1,3,5,4,38,1
3,1,0,0,4,2586.0,4,4,4,3,1,58,1
5,5,0,1,4,1068.0,4,4,4,3,4,59,1
0,0,1,1,2,1009.0,2,2,3,2,0,33,1
3,3,1,1,5,2079.0,3,3,5,2,3,57,0
1,1,1,0,5,666.0,5,4,3,5,1,24,0
4,3,1,1,1,2288.0,4,4,4,4,3,43,0
5,3,0,0,5,431.0,4,5,5,4,5,59,1
2,4,1,0,3,954.0,3,4,3,5,2,53,1
5,5,0,0,4,358.0,4,2,5,4,5,25,1
3,5,0,0,3,3726.5,3,4,3,3,5,19,1
4,1,0,0,5,1674.0,4,4,5,5,1,53,1
5,5,1,1,5,1050.0,5,2,5,5,5,35,1
2,2,1,1,3,606.0,3,2,3,3,2,35,0
1,1,1,1,4,854.0,4,3,5,4,1,23,0
1,1,1,1,4,406.0,4,5,1,4,1,36,0
5,4,0,0,4,3296.0,4,4,4,3,4,49,1
2,2,1,1,1,458.0,1,4,3,1,2,58,0
3,3,2,1,4,325.0,4,4,4,4,3,55,0
4,2,0,1,1,743.0,5,2,1,5,2,48,0
4,2,0,0,4,351.0,5,4,4,3,2,47,1
4,4,1,1,3,370.0,3,3,5,3,4,9,0
2,2,2,0,1,209.0,1,1,3,1,3,51,1
2,2,1,1,5,735.0,5,5,3,5,2,54,0
5,3,0,0,4,3726.5,4,4,3,4,2,23,1
2,2,1,0,2,238.0,2,4,5,2,2,56,0
1,1,1,0,5,1310.0,5,4,2,5,1,39,0
3,3,1,1,1,1558.0,3,3,1,2,3,49,0
1,1,1,0,1,421.0,1,4,2,1,1,27,0
1,2,0,0,4,1965.0,5,4,4,5,2,40,1
4,5,0,0,4,1907.0,4,4,5,4,5,33,1
2,1,1,1,3,337.0,4,1,3,4,1,70,0
1,1,0,0,2,936.0,2,5,5,2,1,34,0
3,4,1,0,4,239.0,4,1,2,4,3,39,0
1,5,1,1,3,868.0,1,3,4,1,5,19,1
1,1,1,1,3,237.0,3,3,3,3,1,9,0
3,3,0,0,2,125.0,2,2,5,2,3,25,0
3,3,0,0,3,223.0,3,5,3,3,3,48,0
4,4,1,0,2,101.0,2,2,3,2,4,35,0
2,2,1,1,5,266.0,5,5,5,5,2,29,0
2,3,0,0,4,1440.0,4,2,2,4,2,39,0
5,5,1,0,1,2717.0,5,5,5,5,5,32,1
0,0,2,0,1,483.0,1,1,4,1,0,30,1
2,2,1,1,3,328.0,3,2,4,3,2,8,0
3,3,0,0,3,3726.5,3,4,2,3,3,9,0
2,2,0,0,5,280.0,5,4,5,3,2,45,1
4,4,1,0,5,1201.0,5,3,1,5,4,44,1
3,3,1,1,5,984.0,2,2,3,5,3,27,0
5,0,0,0,1,3061.0,4,1,1,5,0,39,1
5,1,0,0,5,1119.0,5,5,5,5,1,57,1
4,3,0,0,4,3726.5,5,4,4,4,3,49,1
2,2,1,1,4,101.0,5,3,4,4,2,42,0
2,2,1,1,5,2475.0,2,5,3,2,2,31,0
5,5,0,0,5,2002.0,5,4,4,5,5,30,1
5,2,0,0,2,404.0,5,2,2,3,2,53,1
3,4,0,0,4,436.0,4,4,4,2,2,37,0
3,3,1,0,3,937.0,3,4,3,3,3,63,0
3,1,0,0,1,1625.0,4,1,1,2,2,48,0
4,3,0,0,5,2294.0,5,5,5,5,3,51,1
3,3,1,0,4,584.0,4,5,1,4,3,27,0
3,3,0,0,5,224.0,5,5,1,5,3,37,0
2,2,1,1,5,853.0,5,4,5,5,2,11,0
3,3,1,1,3,341.0,3,3,4,3,3,35,0
2,3,2,1,4,2036.0,4,2,3,4,2,43,0
2,2,1,0,1,581.0,1,4,1,1,1,47,1
5,5,0,0,1,386.0,1,3,3,1,5,26,1
